   id   |       curvestart       |        curveend        |         month          |    data     | control_area | state |  load_zone   | capacity_zone | utility | strip |   cost_group    |        cost_component        |      sub_cost_component      
--------+------------------------+------------------------+------------------------+-------------+--------------+-------+--------------+---------------+---------+-------+-----------------+------------------------------+------------------------------
 388057 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | DA Economic                  | DA Economic
 388058 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | GIS                          | GIS
 388059 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | WCMASS
 388060 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEMASSBOST
 388061 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | CONNECTICUT
 388062 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | Second Contingency           | VERMONT
 388063 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | SEMASS
 388064 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | WCMASS
 388065 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | Second Contingency           | NEWHAMPSHIRE
 388066 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY        | CAPACITY                     | MAINE
 388067 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | Second Contingency           | NEMASSBOST
 388068 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEWHAMPSHIRE
 388069 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | MAINE
 388070 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | RHODEISLAND
 388071 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | CONNECTICUT
 388072 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | WCMASS
 388073 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | Second Contingency           | MAINE
 388074 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Marginal Loss Rev Fund       | Marginal Loss Rev Fund
 388075 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEMASSBOST
 388076 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | WCMASS
 388077 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Inadvertent Energy           | Inadvertent Energy
 388078 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | WCMASS
 388079 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | SEMASS
 388080 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEMASSBOST
 388081 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 2                  | ISO Sched 2
 388082 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEWHAMPSHIRE
 388083 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEMASSBOST
 388084 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | SEMASS
 388085 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | CONNECTICUT
 388086 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEMASSBOST
 388087 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 3                  | ISO Sched 3
 388088 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | SEMASS
 388089 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | SEMASS
 388090 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | CONNECTICUT
 388091 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Real-Time Reserves           | Real-Time Reserves
 388092 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | RT Economic NCPC             | RT Economic NCPC
 388093 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | WCMASS
 388094 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | MAINE
 388095 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY        | CAPACITY                     | SEMASS
 388096 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | Second Contingency           | CONNECTICUT
 388097 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | RHODEISLAND
 388098 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | CONNECTICUT
 388099 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | RHODEISLAND
 388100 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Demand Response Program Cost | Demand Response Program Cost
 388101 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | MAINE
 388102 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | VERMONT
 388103 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | NEPOOL Exp                   | NEPOOL Exp
 388104 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | Second Contingency           | RHODEISLAND
 388105 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Regulation                   | Regulation
 388106 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | RHODEISLAND
 388107 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | VERMONT
 388108 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEWHAMPSHIRE
 388109 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEWHAMPSHIRE
 388110 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | RHODEISLAND
 388111 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | MAINE
 388112 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEWHAMPSHIRE
 388113 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2010-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | VERMONT
 388114 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | WCMASS
 388115 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | SEMASS
 388116 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEMASSBOST
 388117 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEMASSBOST
 388118 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 3                  | ISO Sched 3
 388119 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | RHODEISLAND
 388120 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Inadvertent Energy           | Inadvertent Energy
 388121 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | RT Economic NCPC             | RT Economic NCPC
 388122 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | Second Contingency           | CONNECTICUT
 388123 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | WCMASS
 388124 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | GIS                          | GIS
 388125 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | CONNECTICUT
 388126 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  3.87000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEWHAMPSHIRE
 388127 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | RI    | RHODEISLAND  | RHODEISLAND   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | RHODEISLAND
 388128 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | WCMASS
 388129 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | CONNECTICUT
 388130 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | NCPC            | DA Economic                  | DA Economic
 388131 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | SEMASS
 388132 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | MAINE
 388133 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Real-Time Reserves           | Real-Time Reserves
 388134 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEMASSBOST
 388135 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | Second Contingency           | SEMASS
 388136 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | CONNECTICUT
 388137 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | NCPC            | Second Contingency           | RHODEISLAND
 388138 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | MAINE
 388139 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | VERMONT
 388140 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | CT    | CT           | CT            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | CONNECTICUT
 388141 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | ISO Sched 2                  | ISO Sched 2
 388142 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | RHODEISLAND
 388143 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Marginal Loss Rev Fund       | Marginal Loss Rev Fund
 388144 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | NEPOOL Exp                   | NEPOOL Exp
 388145 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | WCMASS       | WCMASS        | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | WCMASS
 388146 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | NEWHAMPSHIRE
 388147 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | NEWHAMPSHIRE
 388148 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  3.87000000 | ISONE        | CT    | CONNECTICUT  | CONNECTICUT   | ALL     | 7X24  | CAPACITY        | CAPACITY                     | CONNECTICUT
 388149 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | NH    | NEWHAMPSHIRE | NEWHAMPSHIRE  | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEWHAMPSHIRE
 388150 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | NEMASSBOST
 388151 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | RI    | RI           | RI            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | RHODEISLAND
 388152 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | AUCTION REVENUE | Auction Revenue Rights       | MAINE
 388153 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Demand Response Program Cost | Demand Response Program Cost
 388154 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | NEWHAMPSHIRE
 388155 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | VERMONT
 388156 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | NCPC            | RT Economic LSCPR            | VERMONT
 388157 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  3.87000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | CAPACITY        | CAPACITY                     | NEMASSBOST
 388158 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  3.87000000 | ISONE        | ME    | MAINE        | MAINE         | ALL     | 7X24  | CAPACITY        | CAPACITY                     | MAINE
 388159 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | NEMASSBOST   | NEMASSBOST    | ALL     | 7X24  | NCPC            | Second Contingency           | NEMASSBOST
 388160 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | MAINE
 388161 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ME    | ME           | ME            | ALL     | 7X24  | NCPC            | Second Contingency           | MAINE
 388162 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | ANCILLARIES     | Forward Reserves             | SEMASS
 388163 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | NH    | NH           | NH            | ALL     | 7X24  | NCPC            | Second Contingency           | NEWHAMPSHIRE
 388164 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | VT    | VT           | VT            | ALL     | 7X24  | NCPC            | Second Contingency           | VERMONT
 388165 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  0.00000000 | ISONE        | ALL   | ALL          | ALL           | ALL     | 7X24  | ANCILLARIES     | Regulation                   | Regulation
 388166 | 2023-03-27 01:01:00+00 | 2023-03-27 01:01:01+00 | 2011-01-01 00:00:00+00 |  1.32000000 | ISONE        | MA    | SEMASS       | SEMASS        | ALL     | 7X24  | CAPACITY SCALER | CAPACITY SCALER              | SEMASS
