id,strip,curvestart,month,nj_total_cost_per_mwh_amount,nj_solar_percent,nj_solar_amount,nj_class_i_percent,nj_class_i_amount,nj_class_ii_percent,nj_class_ii_amount,oh_total_cost_per_mwh_amount,oh_solar_percent,oh_solar_in_state_amount,oh_solar_adj_amount,oh_recs_percent,oh_in_state_amount,oh_adj_amount,pa_total_cost_per_mwh_amount,pa_solar_percent,pa_solar_amount,pa_tier_i_percent,pa_tier_i_amount,pa_tier_ii_percent,pa_tier_ii_amount,md_total_cost_per_mwh_amount,md_solar_percent,md_solar_amount,md_tier_i_percent,md_tier_i_amount,md_tier_ii_percent,md_tier_ii_amount,dc_total_cost_per_mwh_amount,dc_solar_percent,dc_solar_amount,dc_tier_i_percent,dc_tier_i_amount,dc_tier_ii_percent,dc_tier_ii_amount,de_total_cost_per_mwh_amount,de_solar_percent,de_solar_amount,de_recs_percent,de_rec_amount,il_total_cost_per_mwh_amount,il_per_o_load_covered_by_supplier_vs_utility_percent,il_total_standard_percent,il_solar_percent,il_solar_amount,il_wind_percent,il_wind_amount,il_acp_percent,il_acp_amount
557,7x24,2023-03-17 12:09:01+00:00,2020-05-01 00:00:00+00:00,10.96972,0.043,231.0,0.1418,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,0.7296347,0.004433,52.5,0.075,6.6,0.082,0.38,1.106,0.007,23.0,0.12,7.75,0.025,0.6,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.0725,0.02,18.0,0.19,3.75,0.0,0.0,0.16,0.0096,140.0,0.096,3.0,0.5,1.8917
558,7x24,2023-03-17 12:09:01+00:00,2020-06-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,1.106,0.007,23.0,0.12,7.75,0.025,0.6,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
559,7x24,2023-03-17 12:09:01+00:00,2020-07-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,1.106,0.007,23.0,0.12,7.75,0.025,0.6,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
560,7x24,2023-03-17 12:09:01+00:00,2020-08-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,1.106,0.007,23.0,0.12,7.75,0.025,0.6,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
561,7x24,2023-03-17 12:09:01+00:00,2020-09-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,1.106,0.007,23.0,0.12,7.75,0.025,0.6,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
562,7x24,2023-03-17 12:09:01+00:00,2020-10-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
563,7x24,2023-03-17 12:09:01+00:00,2020-11-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
564,7x24,2023-03-17 12:09:01+00:00,2020-12-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.341,0.0,29.0,29.0,0.055,6.2,6.2,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
565,7x24,2023-03-17 12:09:01+00:00,2021-01-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
566,7x24,2023-03-17 12:09:01+00:00,2021-02-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
567,7x24,2023-03-17 12:09:01+00:00,2021-03-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
568,7x24,2023-03-17 12:09:01+00:00,2021-04-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
569,7x24,2023-03-17 12:09:01+00:00,2021-05-01 00:00:00+00:00,12.80925,0.049,231.0,0.21,6.65,0.025,3.75,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.58,0.005,49.5,0.08,28.1,0.1,22.25,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.155,0.0225,18.0,0.2,3.75,0.0,0.0,0.175,0.0105,140.0,0.105,3.0,0.5,1.8917
570,7x24,2023-03-17 12:09:01+00:00,2021-06-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
571,7x24,2023-03-17 12:09:01+00:00,2021-07-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
572,7x24,2023-03-17 12:09:01+00:00,2021-08-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
573,7x24,2023-03-17 12:09:01+00:00,2021-09-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,0.782775,0.0115,7.75,0.1195,5.7,0.025,0.5,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
574,7x24,2023-03-17 12:09:01+00:00,2021-10-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,1.77675,0.015,60.0,0.143,6.0,0.025,0.75,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
575,7x24,2023-03-17 12:09:01+00:00,2021-11-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,1.77675,0.015,60.0,0.143,6.0,0.025,0.75,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
576,7x24,2023-03-17 12:09:01+00:00,2021-12-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.36,0.0,23.0,23.0,0.06,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,1.77675,0.015,60.0,0.143,6.0,0.025,0.75,5.6445,0.0115,450.0,0.155,3.0,0.01,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
577,7x24,2023-03-17 12:09:01+00:00,2022-01-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
578,7x24,2023-03-17 12:09:01+00:00,2022-02-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
579,7x24,2023-03-17 12:09:01+00:00,2022-03-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
580,7x24,2023-03-17 12:09:01+00:00,2022-04-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
581,7x24,2023-03-17 12:09:01+00:00,2022-05-01 00:00:00+00:00,13.64,0.051,231.0,0.21,6.65,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.615,0.005,50.0,0.08,28.2,0.1,22.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,1.2375,0.025,18.0,0.21,3.75,0.0,0.0,0.19,0.0114,140.0,0.114,3.0,0.5,1.8917
582,7x24,2023-03-17 12:09:01+00:00,2022-06-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
583,7x24,2023-03-17 12:09:01+00:00,2022-07-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
584,7x24,2023-03-17 12:09:01+00:00,2022-08-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
585,7x24,2023-03-17 12:09:01+00:00,2022-09-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
586,7x24,2023-03-17 12:09:01+00:00,2022-10-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
587,7x24,2023-03-17 12:09:01+00:00,2022-11-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
588,7x24,2023-03-17 12:09:01+00:00,2022-12-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.39,0.0,23.25,23.25,0.065,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,10.69975,0.055,61.5,0.301,28.5,0.025,12.25,15.6455,0.026,435.0,0.325,14.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
589,7x24,2023-03-17 12:09:01+00:00,2023-01-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.64875,0.0285,430.0,0.3875,16.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
590,7x24,2023-03-17 12:09:01+00:00,2023-02-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
591,7x24,2023-03-17 12:09:01+00:00,2023-03-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
592,7x24,2023-03-17 12:09:01+00:00,2023-04-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
593,7x24,2023-03-17 12:09:01+00:00,2023-05-01 00:00:00+00:00,17.8955,0.051,225.5,0.21,28.25,0.025,18.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.725,0.005,50.5,0.08,28.3,0.1,23.5,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,6.71,0.0275,58.0,0.22,23.25,0.0,0.0,0.205,0.0123,140.0,0.123,3.0,0.5,1.8917
594,7x24,2023-03-17 12:09:01+00:00,2023-06-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
595,7x24,2023-03-17 12:09:01+00:00,2023-07-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
596,7x24,2023-03-17 12:09:01+00:00,2023-08-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
597,7x24,2023-03-17 12:09:01+00:00,2023-09-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
598,7x24,2023-03-17 12:09:01+00:00,2023-10-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
599,7x24,2023-03-17 12:09:01+00:00,2023-11-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
600,7x24,2023-03-17 12:09:01+00:00,2023-12-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.42,0.0,24.0,24.0,0.07,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.3322,0.06,61.5,0.319,28.3,0.025,12.5,18.1785,0.0285,430.0,0.3875,16.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
601,7x24,2023-03-17 12:09:01+00:00,2024-01-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,21.42,0.0315,430.0,0.45,17.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
602,7x24,2023-03-17 12:09:01+00:00,2024-02-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
603,7x24,2023-03-17 12:09:01+00:00,2024-03-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
604,7x24,2023-03-17 12:09:01+00:00,2024-04-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
605,7x24,2023-03-17 12:09:01+00:00,2024-05-01 00:00:00+00:00,18.4475,0.051,226.0,0.22,28.45,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.82625,0.005,46.5,0.08,28.25,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.26,0.03,58.0,0.23,24.0,0.0,0.0,0.22,0.0132,140.0,0.132,3.0,0.5,1.8917
606,7x24,2023-03-17 12:09:01+00:00,2024-06-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
607,7x24,2023-03-17 12:09:01+00:00,2024-07-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
608,7x24,2023-03-17 12:09:01+00:00,2024-08-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
609,7x24,2023-03-17 12:09:01+00:00,2024-09-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
610,7x24,2023-03-17 12:09:01+00:00,2024-10-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
611,7x24,2023-03-17 12:09:01+00:00,2024-11-01 00:00:00+00:00,18.9905,0.049,217.0,0.27,28.5,0.025,26.5,0.45,0.0,24.5,24.5,0.075,6.0,6.0,4.69875,0.005,43.5,0.08,26.75,0.1,24.75,11.5399,0.065,61.0,0.337,26.7,0.025,12.5,20.86875,0.0315,430.0,0.45,17.5,0.0,0.45,7.765,0.0325,58.0,0.24,24.5,0.0,0.0,0.235,0.0141,140.0,0.141,3.0,0.5,1.8917
