Zone ID,Load Zone,Month,Total Cost per MWh,,,
4004,CONNECTICUT,10/1/2021,4.7575,,,
4004,CONNECTICUT,11/1/2021,4.7575,,,
4004,CONNECTICUT,12/1/2021,4.7575,,,
4004,CONNECTICUT,1/1/2022,10.765,,,
4004,CONNECTICUT,2/1/2022,10.765,,,
4004,CONNECTICUT,3/1/2022,10.765,,,
4004,CONNECTICUT,4/1/2022,10.765,,,
4004,CONNECTICUT,5/1/2022,10.765,,,
4004,CONNECTICUT,6/1/2022,10.765,,,
4004,CONNECTICUT,7/1/2022,10.765,,,
4004,CONNECTICUT,8/1/2022,10.765,,,
4004,CONNECTICUT,9/1/2022,10.765,,,
4004,CONNECTICUT,10/1/2022,10.765,,,
4004,CONNECTICUT,11/1/2022,10.765,,,
4004,CONNECTICUT,12/1/2022,10.765,,,
4004,CONNECTICUT,1/1/2023,12.07,,,
4004,CONNECTICUT,2/1/2023,12.07,,,
4004,CONNECTICUT,3/1/2023,12.07,,,
4004,CONNECTICUT,4/1/2023,12.07,,,
4004,CONNECTICUT,5/1/2023,12.07,,,
4004,CONNECTICUT,6/1/2023,12.07,,,
4004,CONNECTICUT,7/1/2023,12.07,,,
4004,CONNECTICUT,8/1/2023,12.07,,,
4004,CONNECTICUT,9/1/2023,12.07,,,
4004,CONNECTICUT,10/1/2023,12.07,,,
4004,CONNECTICUT,11/1/2023,12.07,,,
4004,CONNECTICUT,12/1/2023,12.07,,,
4004,CONNECTICUT,1/1/2024,12.74,,,
4004,CONNECTICUT,2/1/2024,12.74,,,
4004,CONNECTICUT,3/1/2024,12.74,,,
4004,CONNECTICUT,4/1/2024,12.74,,,
4004,CONNECTICUT,5/1/2024,12.74,,,
4004,CONNECTICUT,6/1/2024,12.74,,,
4004,CONNECTICUT,7/1/2024,12.74,,,
4004,CONNECTICUT,8/1/2024,12.74,,,
4004,CONNECTICUT,9/1/2024,12.74,,,
4004,CONNECTICUT,10/1/2024,12.74,,,
4004,CONNECTICUT,11/1/2024,12.74,,,
4004,CONNECTICUT,12/1/2024,12.74,,,
4004,CONNECTICUT,1/1/2025,12.52,,,
4004,CONNECTICUT,2/1/2025,12.52,,,
4004,CONNECTICUT,3/1/2025,12.52,,,
4004,CONNECTICUT,4/1/2025,12.52,,,
4004,CONNECTICUT,5/1/2025,12.52,,,
4004,CONNECTICUT,6/1/2025,12.52,,,
4004,CONNECTICUT,7/1/2025,12.52,,,
4004,CONNECTICUT,8/1/2025,12.52,,,
4004,CONNECTICUT,9/1/2025,12.52,,,
4004,CONNECTICUT,10/1/2025,12.52,,,
4004,CONNECTICUT,11/1/2025,12.52,,,
4004,CONNECTICUT,12/1/2025,12.52,,,
4004,CONNECTICUT,1/1/2026,12.44,,,
4004,CONNECTICUT,2/1/2026,12.44,,,
4004,CONNECTICUT,3/1/2026,12.44,,,
4004,CONNECTICUT,4/1/2026,12.44,,,
4004,CONNECTICUT,5/1/2026,12.44,,,
4004,CONNECTICUT,6/1/2026,12.44,,,
4004,CONNECTICUT,7/1/2026,12.44,,,
4004,CONNECTICUT,8/1/2026,12.44,,,
4004,CONNECTICUT,9/1/2026,12.44,,,
4004,CONNECTICUT,10/1/2026,12.44,,,
4004,CONNECTICUT,11/1/2026,12.44,,,
4004,CONNECTICUT,12/1/2026,12.44,,,
4004,CONNECTICUT,1/1/2027,13.09,,,
4004,CONNECTICUT,2/1/2027,13.09,,,
4004,CONNECTICUT,3/1/2027,13.09,,,
4004,CONNECTICUT,4/1/2027,13.09,,,
4004,CONNECTICUT,5/1/2027,13.09,,,
4004,CONNECTICUT,6/1/2027,13.09,,,
4004,CONNECTICUT,7/1/2027,13.09,,,
4004,CONNECTICUT,8/1/2027,13.09,,,
4004,CONNECTICUT,9/1/2027,13.09,,,
4004,CONNECTICUT,10/1/2027,13.09,,,
4004,CONNECTICUT,11/1/2027,13.09,,,
4004,CONNECTICUT,12/1/2027,13.09,,,
4004,CONNECTICUT,1/1/2028,13.74,,,
4004,CONNECTICUT,2/1/2028,13.74,,,
4004,CONNECTICUT,3/1/2028,13.74,,,
4004,CONNECTICUT,4/1/2028,13.74,,,
4004,CONNECTICUT,5/1/2028,13.74,,,
4004,CONNECTICUT,6/1/2028,13.74,,,
4004,CONNECTICUT,7/1/2028,13.74,,,
4004,CONNECTICUT,8/1/2028,13.74,,,
4004,CONNECTICUT,9/1/2028,13.74,,,
4004,CONNECTICUT,10/1/2028,13.74,,,
4004,CONNECTICUT,11/1/2028,13.74,,,
4004,CONNECTICUT,12/1/2028,13.74,,,
4005,RHODEISLAND,1/1/2012,3.917,,,
4005,RHODEISLAND,2/1/2012,3.917,,,
4005,RHODEISLAND,3/1/2012,3.917,,,
4005,RHODEISLAND,4/1/2012,3.917,,,
4005,RHODEISLAND,5/1/2012,3.917,,,
4005,RHODEISLAND,6/1/2012,3.917,,,
4005,RHODEISLAND,7/1/2012,3.917,,,
4005,RHODEISLAND,8/1/2012,3.917,,,
4005,RHODEISLAND,9/1/2012,3.917,,,
4005,RHODEISLAND,10/1/2012,3.917,,,
4005,RHODEISLAND,11/1/2012,3.917,,,
4005,RHODEISLAND,12/1/2012,3.917,,,
4005,RHODEISLAND,1/1/2013,4.892,,,
4005,RHODEISLAND,2/1/2013,4.892,,,
4005,RHODEISLAND,3/1/2013,4.892,,,
4005,RHODEISLAND,4/1/2013,4.892,,,
4005,RHODEISLAND,5/1/2013,4.892,,,
4005,RHODEISLAND,6/1/2013,4.892,,,
4005,RHODEISLAND,7/1/2013,4.892,,,
4005,RHODEISLAND,8/1/2013,4.892,,,
4005,RHODEISLAND,9/1/2013,4.892,,,
4005,RHODEISLAND,10/1/2013,4.892,,,
4005,RHODEISLAND,11/1/2013,4.892,,,
4005,RHODEISLAND,12/1/2013,4.892,,,
4005,RHODEISLAND,1/1/2014,4.694,,,
4005,RHODEISLAND,2/1/2014,4.694,,,
4005,RHODEISLAND,3/1/2014,4.694,,,
4005,RHODEISLAND,4/1/2014,4.694,,,
4005,RHODEISLAND,5/1/2014,4.694,,,
4005,RHODEISLAND,6/1/2014,4.694,,,
4005,RHODEISLAND,7/1/2014,4.694,,,
4005,RHODEISLAND,8/1/2014,4.694,,,
4005,RHODEISLAND,9/1/2014,4.694,,,
4005,RHODEISLAND,10/1/2014,4.694,,,
4005,RHODEISLAND,11/1/2014,4.694,,,
4005,RHODEISLAND,12/1/2014,4.694,,,
4005,RHODEISLAND,1/1/2015,5.094,,,
4005,RHODEISLAND,2/1/2015,5.094,,,
4005,RHODEISLAND,3/1/2015,5.094,,,
4005,RHODEISLAND,4/1/2015,5.094,,,
4005,RHODEISLAND,5/1/2015,5.094,,,
4005,RHODEISLAND,6/1/2015,5.094,,,
4005,RHODEISLAND,7/1/2015,5.094,,,
4005,RHODEISLAND,8/1/2015,5.094,,,
4005,RHODEISLAND,9/1/2015,5.094,,,
4005,RHODEISLAND,10/1/2015,5.094,,,
4005,RHODEISLAND,11/1/2015,5.094,,,
4005,RHODEISLAND,12/1/2015,5.094,,,
4005,RHODEISLAND,1/1/2016,2.2675,,,
4005,RHODEISLAND,2/1/2016,2.2675,,,
4005,RHODEISLAND,3/1/2016,2.2675,,,
4005,RHODEISLAND,4/1/2016,2.2675,,,
4005,RHODEISLAND,5/1/2016,2.2675,,,
4005,RHODEISLAND,6/1/2016,2.2675,,,
4005,RHODEISLAND,7/1/2016,2.2675,,,
4005,RHODEISLAND,8/1/2016,2.2675,,,
4005,RHODEISLAND,9/1/2016,2.2675,,,
4005,RHODEISLAND,10/1/2016,2.2675,,,
4005,RHODEISLAND,11/1/2016,2.2675,,,
4005,RHODEISLAND,12/1/2016,2.2675,,,
4005,RHODEISLAND,1/1/2017,2.385,,,
4005,RHODEISLAND,2/1/2017,2.385,,,
4005,RHODEISLAND,3/1/2017,2.385,,,
4005,RHODEISLAND,4/1/2017,2.385,,,
4005,RHODEISLAND,5/1/2017,2.385,,,
4005,RHODEISLAND,6/1/2017,2.385,,,
4005,RHODEISLAND,7/1/2017,2.385,,,
4005,RHODEISLAND,8/1/2017,2.385,,,
4005,RHODEISLAND,9/1/2017,2.385,,,
4005,RHODEISLAND,10/1/2017,2.385,,,
4005,RHODEISLAND,11/1/2017,2.385,,,
4005,RHODEISLAND,12/1/2017,2.385,,,
4005,RHODEISLAND,1/1/2018,2.655,,,
4005,RHODEISLAND,2/1/2018,2.655,,,
4005,RHODEISLAND,3/1/2018,2.655,,,
4005,RHODEISLAND,4/1/2018,2.655,,,
4005,RHODEISLAND,5/1/2018,2.655,,,
4005,RHODEISLAND,6/1/2018,2.655,,,
4005,RHODEISLAND,7/1/2018,2.655,,,
4005,RHODEISLAND,8/1/2018,2.655,,,
4005,RHODEISLAND,9/1/2018,2.655,,,
4005,RHODEISLAND,10/1/2018,2.655,,,
4005,RHODEISLAND,11/1/2018,2.655,,,
4005,RHODEISLAND,12/1/2018,2.655,,,
4005,RHODEISLAND,1/1/2019,2.925,,,
4005,RHODEISLAND,2/1/2019,2.925,,,
4005,RHODEISLAND,3/1/2019,2.925,,,
4005,RHODEISLAND,4/1/2019,2.925,,,
4005,RHODEISLAND,5/1/2019,2.925,,,
4005,RHODEISLAND,6/1/2019,2.925,,,
4005,RHODEISLAND,7/1/2019,2.925,,,
4005,RHODEISLAND,8/1/2019,2.925,,,
4005,RHODEISLAND,9/1/2019,2.925,,,
4005,RHODEISLAND,10/1/2019,2.925,,,
4005,RHODEISLAND,11/1/2019,2.925,,,
4005,RHODEISLAND,12/1/2019,2.925,,,
4005,RHODEISLAND,1/1/2020,3.195,,,
4005,RHODEISLAND,2/1/2020,3.195,,,
4005,RHODEISLAND,3/1/2020,3.195,,,
4005,RHODEISLAND,4/1/2020,3.195,,,
4005,RHODEISLAND,5/1/2020,3.195,,,
4005,RHODEISLAND,6/1/2020,3.195,,,
4005,RHODEISLAND,7/1/2020,3.195,,,
4005,RHODEISLAND,8/1/2020,3.195,,,
4005,RHODEISLAND,9/1/2020,3.195,,,
4005,RHODEISLAND,10/1/2020,3.195,,,
4005,RHODEISLAND,11/1/2020,3.195,,,
4005,RHODEISLAND,12/1/2020,3.195,,,
4005,RHODEISLAND,1/1/2021,3.465,,,
4005,RHODEISLAND,2/1/2021,3.465,,,
4005,RHODEISLAND,3/1/2021,3.465,,,
4005,RHODEISLAND,4/1/2021,3.465,,,
4005,RHODEISLAND,5/1/2021,3.465,,,
4005,RHODEISLAND,6/1/2021,3.465,,,
4005,RHODEISLAND,7/1/2021,3.465,,,
4005,RHODEISLAND,8/1/2021,3.465,,,
4005,RHODEISLAND,9/1/2021,3.465,,,
4005,RHODEISLAND,10/1/2021,3.465,,,
4005,RHODEISLAND,11/1/2021,3.465,,,
4005,RHODEISLAND,12/1/2021,3.465,,,
4005,RHODEISLAND,1/1/2022,7.8088,,,
4005,RHODEISLAND,2/1/2022,7.8088,,,
4005,RHODEISLAND,3/1/2022,7.8088,,,
4005,RHODEISLAND,4/1/2022,7.8088,,,
4005,RHODEISLAND,5/1/2022,7.8088,,,
4005,RHODEISLAND,6/1/2022,7.8088,,,
4005,RHODEISLAND,7/1/2022,7.8088,,,
4005,RHODEISLAND,8/1/2022,7.8088,,,
4005,RHODEISLAND,9/1/2022,7.8088,,,
4005,RHODEISLAND,10/1/2022,7.8088,,,
4005,RHODEISLAND,11/1/2022,7.8088,,,
4005,RHODEISLAND,12/1/2022,7.8088,,,
4005,RHODEISLAND,1/1/2023,8.67,,,
4005,RHODEISLAND,2/1/2023,8.67,,,
4005,RHODEISLAND,3/1/2023,8.67,,,
4005,RHODEISLAND,4/1/2023,8.67,,,
4005,RHODEISLAND,5/1/2023,8.67,,,
4005,RHODEISLAND,6/1/2023,8.67,,,
4005,RHODEISLAND,7/1/2023,8.67,,,
4005,RHODEISLAND,8/1/2023,8.67,,,
4005,RHODEISLAND,9/1/2023,8.67,,,
4005,RHODEISLAND,10/1/2023,8.67,,,
4005,RHODEISLAND,11/1/2023,8.67,,,
4005,RHODEISLAND,12/1/2023,8.67,,,
4005,RHODEISLAND,1/1/2024,9.1325,,,
4005,RHODEISLAND,2/1/2024,9.1325,,,
4005,RHODEISLAND,3/1/2024,9.1325,,,
4005,RHODEISLAND,4/1/2024,9.1325,,,
4005,RHODEISLAND,5/1/2024,9.1325,,,
4005,RHODEISLAND,6/1/2024,9.1325,,,
4005,RHODEISLAND,7/1/2024,9.1325,,,
4005,RHODEISLAND,8/1/2024,9.1325,,,
4005,RHODEISLAND,9/1/2024,9.1325,,,
4005,RHODEISLAND,10/1/2024,9.1325,,,
4005,RHODEISLAND,11/1/2024,9.1325,,,
4005,RHODEISLAND,12/1/2024,9.1325,,,
4005,RHODEISLAND,1/1/2025,9.07,,,
4005,RHODEISLAND,2/1/2025,9.07,,,
4005,RHODEISLAND,3/1/2025,9.07,,,
4005,RHODEISLAND,4/1/2025,9.07,,,
4005,RHODEISLAND,5/1/2025,9.07,,,
4005,RHODEISLAND,6/1/2025,9.07,,,
4005,RHODEISLAND,7/1/2025,9.07,,,
4005,RHODEISLAND,8/1/2025,9.07,,,
4005,RHODEISLAND,9/1/2025,9.07,,,
4005,RHODEISLAND,10/1/2025,9.07,,,
4005,RHODEISLAND,11/1/2025,9.07,,,
4005,RHODEISLAND,12/1/2025,9.07,,,
4005,RHODEISLAND,1/1/2026,8.9325,,,
4005,RHODEISLAND,2/1/2026,9.07,,,
4005,RHODEISLAND,3/1/2026,9.07,,,
4005,RHODEISLAND,4/1/2026,9.07,,,
4005,RHODEISLAND,5/1/2026,9.07,,,
4005,RHODEISLAND,6/1/2026,9.07,,,
4005,RHODEISLAND,7/1/2026,9.07,,,
4005,RHODEISLAND,8/1/2026,9.07,,,
4005,RHODEISLAND,9/1/2026,9.07,,,
4005,RHODEISLAND,10/1/2026,9.07,,,
4005,RHODEISLAND,11/1/2026,9.07,,,
4005,RHODEISLAND,12/1/2026,9.07,,,
4005,RHODEISLAND,1/1/2027,9.42,,,
4005,RHODEISLAND,2/1/2027,9.07,,,
4005,RHODEISLAND,3/1/2027,9.07,,,
4005,RHODEISLAND,4/1/2027,9.07,,,
4005,RHODEISLAND,5/1/2027,9.07,,,
4005,RHODEISLAND,6/1/2027,9.07,,,
4005,RHODEISLAND,7/1/2027,9.07,,,
4005,RHODEISLAND,8/1/2027,9.07,,,
4005,RHODEISLAND,9/1/2027,9.07,,,
4005,RHODEISLAND,10/1/2027,9.07,,,
4005,RHODEISLAND,11/1/2027,9.07,,,
4005,RHODEISLAND,12/1/2027,9.07,,,
4005,RHODEISLAND,1/1/2028,9.07,,,
4005,RHODEISLAND,2/1/2028,9.07,,,
4005,RHODEISLAND,3/1/2028,9.07,,,
4005,RHODEISLAND,4/1/2028,9.07,,,
4005,RHODEISLAND,5/1/2028,9.07,,,
4005,RHODEISLAND,6/1/2028,9.07,,,
4005,RHODEISLAND,7/1/2028,9.07,,,
4005,RHODEISLAND,8/1/2028,9.07,,,
4005,RHODEISLAND,9/1/2028,9.07,,,
4005,RHODEISLAND,10/1/2028,9.07,,,
4005,RHODEISLAND,11/1/2028,9.07,,,
4005,RHODEISLAND,12/1/2028,9.07,,,
4006,SEMASS,1/1/2012,2.9905,,,
4006,SEMASS,2/1/2012,2.9905,,,
4006,SEMASS,3/1/2012,2.9905,,,
4006,SEMASS,4/1/2012,2.9905,,,
4006,SEMASS,5/1/2012,2.9905,,,
4006,SEMASS,6/1/2012,2.9905,,,
4006,SEMASS,7/1/2012,2.9905,,,
4006,SEMASS,8/1/2012,2.9905,,,
4006,SEMASS,9/1/2012,2.9905,,,
4006,SEMASS,10/1/2012,2.9905,,,
4006,SEMASS,11/1/2012,2.9905,,,
4006,SEMASS,12/1/2012,2.9905,,,
4006,SEMASS,1/1/2013,3.3098,,,
4006,SEMASS,2/1/2013,3.3098,,,
4006,SEMASS,3/1/2013,3.3098,,,
4006,SEMASS,4/1/2013,3.3098,,,
4006,SEMASS,5/1/2013,3.3098,,,
4006,SEMASS,6/1/2013,3.3098,,,
4006,SEMASS,7/1/2013,3.3098,,,
4006,SEMASS,8/1/2013,3.3098,,,
4006,SEMASS,9/1/2013,3.3098,,,
4006,SEMASS,10/1/2013,3.3098,,,
4006,SEMASS,11/1/2013,3.3098,,,
4006,SEMASS,12/1/2013,3.3098,,,
4006,SEMASS,1/1/2014,2.1923,,,
4006,SEMASS,2/1/2014,2.1923,,,
4006,SEMASS,3/1/2014,2.1923,,,
4006,SEMASS,4/1/2014,2.1923,,,
4006,SEMASS,5/1/2014,2.1923,,,
4006,SEMASS,6/1/2014,2.1923,,,
4006,SEMASS,7/1/2014,2.1923,,,
4006,SEMASS,8/1/2014,2.1923,,,
4006,SEMASS,9/1/2014,2.1923,,,
4006,SEMASS,10/1/2014,2.1923,,,
4006,SEMASS,11/1/2014,2.1923,,,
4006,SEMASS,12/1/2014,2.1923,,,
4006,SEMASS,1/1/2015,3.7217,,,
4006,SEMASS,2/1/2015,3.8017,,,
4006,SEMASS,3/1/2015,3.8017,,,
4006,SEMASS,4/1/2015,3.8017,,,
4006,SEMASS,5/1/2015,3.8017,,,
4006,SEMASS,6/1/2015,3.8017,,,
4006,SEMASS,7/1/2015,3.8017,,,
4006,SEMASS,8/1/2015,3.8017,,,
4006,SEMASS,9/1/2015,3.8017,,,
4006,SEMASS,10/1/2015,3.8017,,,
4006,SEMASS,11/1/2015,3.8017,,,
4006,SEMASS,12/1/2015,3.8017,,,
4006,SEMASS,1/1/2016,4.0194,,,
4006,SEMASS,2/1/2016,4.9175,,,
4006,SEMASS,3/1/2016,4.9175,,,
4006,SEMASS,4/1/2016,4.9175,,,
4006,SEMASS,5/1/2016,4.9175,,,
4006,SEMASS,6/1/2016,4.9175,,,
4006,SEMASS,7/1/2016,4.9175,,,
4006,SEMASS,8/1/2016,4.9175,,,
4006,SEMASS,9/1/2016,4.9175,,,
4006,SEMASS,10/1/2016,4.9175,,,
4006,SEMASS,11/1/2016,4.9175,,,
4006,SEMASS,12/1/2016,4.9175,,,
4006,SEMASS,1/1/2017,10.505,,,
4006,SEMASS,2/1/2017,10.505,,,
4006,SEMASS,3/1/2017,10.505,,,
4006,SEMASS,4/1/2017,10.505,,,
4006,SEMASS,5/1/2017,10.505,,,
4006,SEMASS,6/1/2017,10.505,,,
4006,SEMASS,7/1/2017,10.505,,,
4006,SEMASS,8/1/2017,10.505,,,
4006,SEMASS,9/1/2017,10.505,,,
4006,SEMASS,10/1/2017,10.505,,,
4006,SEMASS,11/1/2017,10.505,,,
4006,SEMASS,12/1/2017,10.505,,,
4006,SEMASS,1/1/2018,14.3554,,,
4006,SEMASS,2/1/2018,14.3554,,,
4006,SEMASS,3/1/2018,14.3554,,,
4006,SEMASS,4/1/2018,14.3554,,,
4006,SEMASS,5/1/2018,14.3554,,,
4006,SEMASS,6/1/2018,14.3554,,,
4006,SEMASS,7/1/2018,14.3554,,,
4006,SEMASS,8/1/2018,14.3554,,,
4006,SEMASS,9/1/2018,14.3554,,,
4006,SEMASS,10/1/2018,14.3554,,,
4006,SEMASS,11/1/2018,14.3554,,,
4006,SEMASS,12/1/2018,14.3554,,,
4006,SEMASS,1/1/2019,13.8556,,,
4006,SEMASS,2/1/2019,13.8556,,,
4006,SEMASS,3/1/2019,13.8556,,,
4006,SEMASS,4/1/2019,13.8556,,,
4006,SEMASS,5/1/2019,13.8556,,,
4006,SEMASS,6/1/2019,13.8556,,,
4006,SEMASS,7/1/2019,13.8556,,,
4006,SEMASS,8/1/2019,13.8556,,,
4006,SEMASS,9/1/2019,13.8556,,,
4006,SEMASS,10/1/2019,13.8556,,,
4006,SEMASS,11/1/2019,13.8556,,,
4006,SEMASS,12/1/2019,13.8556,,,
4006,SEMASS,1/1/2020,17.6034,,,
4006,SEMASS,2/1/2020,17.6034,,,
4006,SEMASS,3/1/2020,17.6034,,,
4006,SEMASS,4/1/2020,17.6034,,,
4006,SEMASS,5/1/2020,17.6034,,,
4006,SEMASS,6/1/2020,17.6034,,,
4006,SEMASS,7/1/2020,17.6034,,,
4006,SEMASS,8/1/2020,17.6034,,,
4006,SEMASS,9/1/2020,17.6034,,,
4006,SEMASS,10/1/2020,17.6034,,,
4006,SEMASS,11/1/2020,17.6034,,,
4006,SEMASS,12/1/2020,17.6034,,,
4006,SEMASS,1/1/2021,32.2401,,,
4006,SEMASS,2/1/2021,32.2401,,,
4006,SEMASS,3/1/2021,32.2401,,,
4006,SEMASS,4/1/2021,32.2401,,,
4006,SEMASS,5/1/2021,32.2401,,,
4006,SEMASS,6/1/2021,32.2401,,,
4006,SEMASS,7/1/2021,32.2401,,,
4006,SEMASS,8/1/2021,32.2401,,,
4006,SEMASS,9/1/2021,32.2401,,,
4006,SEMASS,10/1/2021,32.2401,,,
4006,SEMASS,11/1/2021,32.2401,,,
4006,SEMASS,12/1/2021,32.2401,,,
4006,SEMASS,1/1/2022,40.3585,,,
4006,SEMASS,2/1/2022,40.3585,,,
4006,SEMASS,3/1/2022,40.3585,,,
4006,SEMASS,4/1/2022,40.3585,,,
4006,SEMASS,5/1/2022,40.3585,,,
4006,SEMASS,6/1/2022,40.3585,,,
4006,SEMASS,7/1/2022,40.3585,,,
4006,SEMASS,8/1/2022,40.3585,,,
4006,SEMASS,9/1/2022,40.3585,,,
4006,SEMASS,10/1/2022,40.3585,,,
4006,SEMASS,11/1/2022,40.3585,,,
4006,SEMASS,12/1/2022,40.3585,,,
4006,SEMASS,1/1/2023,43.2366,,,
4006,SEMASS,2/1/2023,43.2366,,,
4006,SEMASS,3/1/2023,43.2366,,,
4006,SEMASS,4/1/2023,43.2366,,,
4006,SEMASS,5/1/2023,43.2366,,,
4006,SEMASS,6/1/2023,43.2366,,,
4006,SEMASS,7/1/2023,43.2366,,,
4006,SEMASS,8/1/2023,43.2366,,,
4006,SEMASS,9/1/2023,43.2366,,,
4006,SEMASS,10/1/2023,43.2366,,,
4006,SEMASS,11/1/2023,43.2366,,,
4006,SEMASS,12/1/2023,43.2366,,,
4006,SEMASS,1/1/2024,45.866,,,
4006,SEMASS,2/1/2024,45.866,,,
4006,SEMASS,3/1/2024,45.866,,,
4006,SEMASS,4/1/2024,45.866,,,
4006,SEMASS,5/1/2024,45.866,,,
4006,SEMASS,6/1/2024,45.866,,,
4006,SEMASS,7/1/2024,45.866,,,
4006,SEMASS,8/1/2024,45.866,,,
4006,SEMASS,9/1/2024,45.866,,,
4006,SEMASS,10/1/2024,45.866,,,
4006,SEMASS,11/1/2024,45.866,,,
4006,SEMASS,12/1/2024,45.866,,,
4006,SEMASS,1/1/2025,47.8177,,,
4006,SEMASS,2/1/2025,47.8177,,,
4006,SEMASS,3/1/2025,47.8177,,,
4006,SEMASS,4/1/2025,47.8177,,,
4006,SEMASS,5/1/2025,47.8177,,,
4006,SEMASS,6/1/2025,47.8177,,,
4006,SEMASS,7/1/2025,47.8177,,,
4006,SEMASS,8/1/2025,47.8177,,,
4006,SEMASS,9/1/2025,47.8177,,,
4006,SEMASS,10/1/2025,47.8177,,,
4006,SEMASS,11/1/2025,47.8177,,,
4006,SEMASS,12/1/2025,47.8177,,,
4006,SEMASS,1/1/2026,50.131,,,
4006,SEMASS,2/1/2026,50.131,,,
4006,SEMASS,3/1/2026,50.131,,,
4006,SEMASS,4/1/2026,50.131,,,
4006,SEMASS,5/1/2026,50.131,,,
4006,SEMASS,6/1/2026,50.131,,,
4006,SEMASS,7/1/2026,50.131,,,
4006,SEMASS,8/1/2026,50.131,,,
4006,SEMASS,9/1/2026,50.131,,,
4006,SEMASS,10/1/2026,50.131,,,
4006,SEMASS,11/1/2026,50.131,,,
4006,SEMASS,12/1/2026,50.131,,,
4006,SEMASS,1/1/2027,53.521,,,
4006,SEMASS,2/1/2027,53.521,,,
4006,SEMASS,3/1/2027,53.521,,,
4006,SEMASS,4/1/2027,53.521,,,
4006,SEMASS,5/1/2027,53.521,,,
4006,SEMASS,6/1/2027,53.521,,,
4006,SEMASS,7/1/2027,53.521,,,
4006,SEMASS,8/1/2027,53.521,,,
4006,SEMASS,9/1/2027,53.521,,,
4006,SEMASS,10/1/2027,53.521,,,
4006,SEMASS,11/1/2027,53.521,,,
4006,SEMASS,12/1/2027,53.521,,,
4006,SEMASS,1/1/2028,53.521,,,
4006,SEMASS,2/1/2028,56.911,,,
4006,SEMASS,3/1/2028,56.911,,,
4006,SEMASS,4/1/2028,56.911,,,
4006,SEMASS,5/1/2028,56.911,,,
4006,SEMASS,6/1/2028,56.911,,,
4006,SEMASS,7/1/2028,56.911,,,
4006,SEMASS,8/1/2028,56.911,,,
4006,SEMASS,9/1/2028,56.911,,,
4006,SEMASS,10/1/2028,56.911,,,
4006,SEMASS,11/1/2028,56.911,,,
4006,SEMASS,12/1/2028,56.911,,,
4007,WCMASS,1/1/2012,2.9905,,,
4007,WCMASS,2/1/2012,2.9905,,,
4007,WCMASS,3/1/2012,2.9905,,,
4007,WCMASS,4/1/2012,2.9905,,,
4007,WCMASS,5/1/2012,2.9905,,,
4007,WCMASS,6/1/2012,2.9905,,,
4007,WCMASS,7/1/2012,2.9905,,,
4007,WCMASS,8/1/2012,2.9905,,,
4007,WCMASS,9/1/2012,2.9905,,,
4007,WCMASS,10/1/2012,2.9905,,,
4007,WCMASS,11/1/2012,2.9905,,,
4007,WCMASS,12/1/2012,2.9905,,,
4007,WCMASS,1/1/2013,3.3098,,,
4007,WCMASS,2/1/2013,3.3098,,,
4007,WCMASS,3/1/2013,3.3098,,,
4007,WCMASS,4/1/2013,3.3098,,,
4007,WCMASS,5/1/2013,3.3098,,,
4007,WCMASS,6/1/2013,3.3098,,,
4007,WCMASS,7/1/2013,3.3098,,,
4007,WCMASS,8/1/2013,3.3098,,,
4007,WCMASS,9/1/2013,3.3098,,,
4007,WCMASS,10/1/2013,3.3098,,,
4007,WCMASS,11/1/2013,3.3098,,,
4007,WCMASS,12/1/2013,3.3098,,,
4007,WCMASS,1/1/2014,2.1923,,,
4007,WCMASS,2/1/2014,2.1923,,,
4007,WCMASS,3/1/2014,2.1923,,,
4007,WCMASS,4/1/2014,2.1923,,,
4007,WCMASS,5/1/2014,2.1923,,,
4007,WCMASS,6/1/2014,2.1923,,,
4007,WCMASS,7/1/2014,2.1923,,,
4007,WCMASS,8/1/2014,2.1923,,,
4007,WCMASS,9/1/2014,2.1923,,,
4007,WCMASS,10/1/2014,2.1923,,,
4007,WCMASS,11/1/2014,2.1923,,,
4007,WCMASS,12/1/2014,2.1923,,,
4007,WCMASS,1/1/2015,3.7217,,,
4007,WCMASS,2/1/2015,3.8017,,,
4007,WCMASS,3/1/2015,3.8017,,,
4007,WCMASS,4/1/2015,3.8017,,,
4007,WCMASS,5/1/2015,3.8017,,,
4007,WCMASS,6/1/2015,3.8017,,,
4007,WCMASS,7/1/2015,3.8017,,,
4007,WCMASS,8/1/2015,3.8017,,,
4007,WCMASS,9/1/2015,3.8017,,,
4007,WCMASS,10/1/2015,3.8017,,,
4007,WCMASS,11/1/2015,3.8017,,,
4007,WCMASS,12/1/2015,3.8017,,,
4007,WCMASS,1/1/2016,4.0194,,,
4007,WCMASS,2/1/2016,4.9175,,,
4007,WCMASS,3/1/2016,4.9175,,,
4007,WCMASS,4/1/2016,4.9175,,,
4007,WCMASS,5/1/2016,4.9175,,,
4007,WCMASS,6/1/2016,4.9175,,,
4007,WCMASS,7/1/2016,4.9175,,,
4007,WCMASS,8/1/2016,4.9175,,,
4007,WCMASS,9/1/2016,4.9175,,,
4007,WCMASS,10/1/2016,4.9175,,,
4007,WCMASS,11/1/2016,4.9175,,,
4007,WCMASS,12/1/2016,4.9175,,,
4007,WCMASS,1/1/2017,10.505,,,
4007,WCMASS,2/1/2017,10.505,,,
4007,WCMASS,3/1/2017,10.505,,,
