Zone ID,Ancillary,Load Zone,Month,Price,Billing Determinant,,,,
4001,ISO Sched 2,MAINE,1/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,11/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,12/1/2011,0.19,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,1/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,11/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,12/1/2012,0.2,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,1/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,11/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,12/1/2013,0.25,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,1/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,11/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,12/1/2014,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,1/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,11/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,12/1/2015,0.26,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,1/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,2/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,3/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,4/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,5/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,6/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,7/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,8/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,9/1/2016,0.28,RTLO ($/MWh),,,,
4001,ISO Sched 2,MAINE,10/1/2016,0.28,RTLO ($/MWh),,,,
